file,Utterance,speaker,emotion,Scene_ID,Utterance_ID,Season,Episode,Start_Time,End_Time,split
sea1_ep3_sc1_utt13.mp4,Yeah. Cushions the blow.,['Joey Tribbiani'],neutral,1,13,1,3,00:00:46.463,00:00:47.880,train
sea1_ep3_sc1_utt14.mp4,"Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm.",['Chandler Bing'],neutral,1,14,1,3,00:00:48.089,00:00:55.429,train
sea1_ep3_sc1_utt15.mp4,"That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm.",['Ross Geller'],neutral,1,15,1,3,00:00:55.638,00:01:04.313,train
sea1_ep3_sc1_utt16.mp4,"Uh, Ross.",['Monica Geller'],neutral,1,16,1,3,00:00:58.892,00:01:01.393,train
sea1_ep3_sc2_utt1.mp4,"""So how does it feel knowing you're about to die?""",['Chandler Bing'],neutral,2,1,1,3,00:01:14.157,00:02:18.095,train
sea1_ep3_sc2_utt2.mp4,"""Warden, in five minutes my pain will be over. But you'll have to live with the knowledge that you sent an honest man to die.""",['Joey Tribbiani'],peace,2,2,1,3,00:01:18.578,00:02:26.728,train
sea1_ep3_sc2_utt3.mp4,"Hey, that was really good!",['Chandler Bing'],happiness,2,3,1,3,00:02:15.218,00:02:18.095,train
sea1_ep3_sc2_utt4.mp4,Thanks! Let's keep going.,['Joey Tribbiani'],power,2,4,1,3,00:02:18.304,00:02:21.640,train
sea1_ep3_sc2_utt5.mp4,"Okay. ""So. Whaddya want from me, Damone, huh?""",['Chandler Bing'],neutral,2,5,1,3,00:02:29.858,00:02:36.238,train
sea1_ep3_sc2_utt6.mp4,"""I just wanna go back to my cell. 'Cause in my cell, I can smoke.""",['Joey Tribbiani'],neutral,2,6,1,3,00:02:31.401,00:02:42.661,train
sea1_ep3_sc2_utt7.mp4,"""Smoke away.""",['Chandler Bing'],neutral,2,7,1,3,00:02:38.783,00:02:42.661,train
sea1_ep3_sc2_utt9.mp4,I think this is probably why Damone smokes in his cell alone.,['Chandler Bing'],neutral,2,9,1,3,00:02:42.871,00:03:01.513,train
sea1_ep3_sc2_utt10.mp4,What?,['Joey Tribbiani'],fear,2,10,1,3,00:02:52.505,00:02:53.964,train
sea1_ep3_sc2_utt11.mp4,Relax your hand!,['Chandler Bing'],power,2,11,1,3,00:02:55.633,00:03:01.513,train
sea1_ep3_sc2_utt13.mp4,Not so much!,['Chandler Bing'],power,2,13,1,3,00:02:57.886,00:03:01.513,train
sea1_ep3_sc2_utt14.mp4,Whoah!,['Joey Tribbiani'],fear,2,14,1,3,00:03:02.557,00:03:04.391,train
sea1_ep3_sc2_utt15.mp4,Hey!,['Chandler Bing'],power,2,15,1,3,00:03:04.601,00:03:06.351,train
sea1_ep3_sc2_utt16.mp4,Hey!,['Joey Tribbiani'],power,2,16,1,3,00:03:06.561,00:03:07.603,train
sea1_ep3_sc2_utt17.mp4,"Alright, now try taking a puff.",['Chandler Bing'],neutral,2,17,1,3,00:03:07.812,00:03:12.107,train
sea1_ep3_sc2_utt19.mp4,Alright.. okay. No. Give it to me.,['Chandler Bing'],neutral,2,19,1,3,00:03:12.567,00:03:19.239,train
sea1_ep3_sc2_utt20.mp4,"No no no, I am not giving you a cigarette.",['Joey Tribbiani'],neutral,2,20,1,3,00:03:15.862,00:03:19.239,train
sea1_ep3_sc2_utt21.mp4,"It's fine, it's fine. Look, do you wanna get this part, or not? Here.",['Chandler Bing'],power,2,21,1,3,00:03:19.449,00:03:22.784,train
sea1_ep3_sc2_utt23.mp4,"Don't think of it as a cigarette. Think of it as the thing that's been missing from your hand. When you're holding it, you feel right. You feel complete.",['Chandler Bing'],power,2,23,1,3,00:03:23.578,00:03:33.962,train
sea1_ep3_sc2_utt24.mp4,Y'miss it?,['Joey Tribbiani'],neutral,2,24,1,3,00:03:26.831,00:03:30.834,train
sea1_ep3_sc2_utt25.mp4,"Nah, not so much. Alright, now we smoke. Oh.. my.. God.",['Chandler Bing'],fear,2,25,1,3,00:03:34.172,00:03:42.346,train
sea1_ep3_sc6_utt1.mp4,Hi.. how was the game?,['Monica Geller'],neutral,6,1,1,3,00:03:36.716,00:03:42.346,train
sea1_ep3_sc6_utt2.mp4,Well..,['Ross Geller'],neutral,6,2,1,3,00:03:40.094,00:03:42.346,train
sea1_ep3_sc6_utt3.mp4,WE WON!! Thank you! Yes!,['#ALL#'],happiness,6,3,1,3,00:03:45.099,00:03:56.693,train
sea1_ep3_sc6_utt4.mp4,Fantastic! I have one question: How is that possible?,['Monica Geller'],happiness,6,4,1,3,00:10:59.742,00:11:07.624,train
sea1_ep3_sc6_utt5.mp4,Alan.,['Joey Tribbiani'],neutral,6,5,1,3,00:11:01.327,00:11:03.870,train
sea1_ep3_sc6_utt6.mp4,"He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",['Ross Geller'],happiness,6,6,1,3,00:11:04.705,00:11:18.426,train
sea1_ep3_sc6_utt7.mp4,"I mean, it-it was like, it was like he made us into a team.",['Rachel Green'],sadness,6,7,1,3,00:11:14.965,00:11:25.475,train
sea1_ep3_sc6_utt8.mp4,"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",['Chandler Bing'],happiness,6,8,1,3,00:11:25.685,00:11:30.522,train
sea1_ep3_sc6_utt9.mp4,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,['Monica Geller'],fear,6,9,1,3,00:11:27.895,00:11:36.111,train
sea1_ep3_sc6_utt10.mp4,What?,['Ross Geller'],neutral,6,10,1,3,00:11:31.857,00:11:33.441,train
sea1_ep3_sc6_utt11.mp4,"..I dunno, a little too Alan?",['Monica Geller'],neutral,6,11,1,3,00:11:33.651,00:11:36.111,train
sea1_ep3_sc6_utt12.mp4,"Well, no. That's impossible. You can never be too Alan.",['Rachel Green'],anger,6,12,1,3,00:11:36.320,00:11:43.910,train
sea1_ep3_sc6_utt13.mp4,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",['Ross Geller'],happiness,6,13,1,3,00:11:44.120,00:11:51.376,train
sea1_ep3_sc6_utt14.mp4,I personally could have a gallon of Alan.,['Chandler Bing'],happiness,6,14,1,3,00:11:49.166,00:11:51.376,train
sea1_ep3_sc7_utt1.mp4,"Hey, Lizzie.",['Phoebe Buffay'],neutral,7,1,1,3,00:11:57.383,00:12:00.218,train
sea1_ep3_sc7_utt2.mp4,"Hey, Weird Girl.",['Lizzy'],neutral,7,2,1,3,00:12:00.428,00:12:03.138,train
sea1_ep3_sc7_utt3.mp4,I brought you alphabet soup.,['Phoebe Buffay'],neutral,7,3,1,3,00:12:03.347,00:12:06.349,train
sea1_ep3_sc7_utt4.mp4,Did you pick out the vowels?,['Lizzy'],neutral,7,4,1,3,00:12:07.143,00:12:08.768,train
sea1_ep3_sc7_utt6.mp4,Saltines?,['Lizzy'],neutral,7,6,1,3,00:12:08.978,00:12:10.061,train
sea1_ep3_sc7_utt7.mp4,"No, but would you like a thousand dollars and a football phone?",['Phoebe Buffay'],neutral,7,7,1,3,00:12:10.271,00:12:17.318,train
sea1_ep3_sc7_utt8.mp4,"What? Oh my God, there's really money in here.",['Lizzy'],happiness,7,8,1,3,00:12:13.232,00:12:20.196,train
sea1_ep3_sc7_utt9.mp4,I know.,['Phoebe Buffay'],neutral,7,9,1,3,00:12:15.735,00:12:17.318,train
