id,utterance,description,emotion,date_created,status,gender,age,level,file,speaker
1103,She was not here last night.,"{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {She}, {not} and {last night}.",anger,2022-08-10 14:12:47.449119,Complete,female,20s,9,recorded_audio_DkkGakk.wav,3
97,Its normal clutch is three eggs.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {clutch}.,happiness,2022-06-03 12:03:55.056533,Complete,female,20s,4,recorded_audio_JVCFmAC.wav,3
477,"As a result, Paul Maurice replaced Holmgren as head coach in November.","With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Holmgren}, {head coach} and {November}.",happiness,2022-07-18 14:56:54.749491,Complete,female,20s,0,recorded_audio_rx6yZeQ.wav,3
66,These two games on home-and-away basis was separate from World Cup qualifying.,"{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {two games}, {away}, {qualifying} and {separate}.",disgust,2022-06-19 13:38:52.492475,Complete,female,20s,5,recorded_audio_eVrrwJZ.wav,3
257,With the title Painstained.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Painstained}.",neutral,2022-06-21 10:54:22.787427,Complete,female,20s,0,recorded_audio_EYJ5SGB.wav,3
284,Two guys working in a field with plants behind a tractor playing plants as it moves along.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {guys}, {field}, {playing}, {plants}, {tractor} and {moves along}.",sadness,2022-07-11 11:01:22.680582,Complete,female,20s,5,recorded_audio_cZJo5dX.wav,3
1092,Handler is also an author.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {also} and {author}.,sadness,2022-08-10 14:05:10.307007,Complete,female,20s,8,recorded_audio_RtCNgV7.wav,3
1041,"The district includes the cities of Richland, Spokane, and Yakima, amongst others.","In an {emotion} voice, {user_id} says {transcription}. emphasising on {Spokane, and Yakima}.",neutral,2022-08-04 12:56:15.987582,Complete,female,20s,0,recorded_audio_jo7HSmS.wav,3
359,The staggered platforms are linked by footbridge.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {platforms are linked}.,sadness,2022-07-14 13:08:40.825379,Complete,female,20s,6,recorded_audio_qMpjT9A.wav,3
997,State schedules may vary from federal schedules.,"Placing emphasis on {schedules}, {vary} adn {federal}, {user_id} said {transcription}, in an {emotion} voice.",sadness,2022-08-02 13:31:13.588632,Complete,female,20s,8,recorded_audio_FzhrP05.wav,3
57,She may have killed her if Marat had not intervened.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {killed} and {if Marat}.",sadness,2022-06-03 11:00:12.749630,Complete,female,20s,6,recorded_audio_pMzDf5v.wav,3
1071,The orchestra is arranged and conducted by Nelson Riddle.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {arranged} and {Nelson Riddle}.,disgust,2022-08-10 13:44:17.947002,Needs Updating,female,20s,5,recorded_audio_phsJFva.wav,3
501,"This was the centre of Karachi in the colonial era, and still is today.","In an {emotion} voice, {user_id} says {transcription}. emphasising on {colonial era} and {and}.",happiness,2022-07-19 14:38:52.355244,Complete,female,20s,5,recorded_audio_do0kb9R.wav,3
964,He had not a grain of physical fear.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {not a grain}.,happiness,2022-08-02 12:52:32.088136,Complete,female,20s,3,recorded_audio_k3pCycm.wav,3
815,Iso means forward.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Iso}.",neutral,2022-07-28 14:12:39.832949,Complete,female,20s,0,recorded_audio_sAFnMYX.wav,3
132,Also several bus-boarding stands are available at the apron.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Also} and {available at the apron}.",disgust,2022-06-03 13:33:19.764979,Complete,female,20s,5,recorded_audio_QDjMoIJ.wav,3
650,It is the county seat of Campbell County.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Campbell County} and {Campbell County}.",sadness,2022-07-27 12:12:59.981635,Complete,female,20s,7,recorded_audio_WuUnP0R.wav,3
968,"One of his children, who is ""passing"" for white, is targeted and harassed.","{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {children}, {""passing"" for white} and {and harassed}.",anger,2022-08-02 12:58:04.038400,Complete,female,20s,9,recorded_audio_osSBHAA.wav,3
1147,"The Mathematics Building at Queens University Belfast, is named after him.","{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Mathematics}, {Queens}, {Belfast}, {named} and {him}.",disgust,2022-08-19 09:57:48.654955,Complete,female,20s,3,recorded_audio_zJfQqSL.wav,3
909,"They were operated in the city of Perth, the capital of Western Australia.",{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {city of Perth} and {Western Australia}.,anger,2022-07-29 14:07:12.178066,Complete,female,20s,8,recorded_audio_UJufLyM.wav,3
495,His father Knut was first cousin of Erik Johansson Vasa's father.,{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {His father} and {first cousin}.,surprise,2022-07-19 14:28:43.578232,Complete,female,20s,2,recorded_audio_HgoGvdB.wav,3
310,Moffett and Gladyce Lloyd Roberts.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {and}.,happiness,2022-07-11 11:50:25.403831,Complete,female,20s,8,recorded_audio_dwZYS9N.wav,3
285,A bicyclist riding down the road wearing helmet and black jacket.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {riding down the road} and {wearing helmet and black jacket}.",anger,2022-07-11 11:07:24.305809,Complete,female,20s,8,recorded_audio_vrnWmLG.wav,3
705,"""Aurantimonas coralicida"" causes a white plague in corals.","With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {white plague} and {corals}.",happiness,2022-07-27 13:26:51.611865,Complete,female,20s,7,recorded_audio_LZooRX5.wav,3
1011,"Wonderama, Wars and a Whole Bunch of Life.",{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Wars} and {Whole Bunch of Life}.,happiness,2022-08-04 12:26:46.160465,Complete,female,20s,8,recorded_audio_KLmeEpb.wav,3
881,The game garnered much controversy and was the subject of a lawsuit.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {garnered}, {and} and {lawsuit}.",sarcastic,2022-07-29 13:26:25.880580,Complete,female,20s,0,recorded_audio_Iqie9Ru.wav,3
566,Solihull College is next-door to the east.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Solihull College} and {to the east}.,happiness,2022-07-21 10:57:41.339437,Complete,female,20s,6,recorded_audio_klgLFic.wav,3
695,This was seen as an early sign that Scotland would vote against independence.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {seen}, {Scotland} and {against}.",neutral,2022-07-27 13:08:40.454489,Complete,female,20s,0,recorded_audio_ly77r84.wav,3
134,And then things happened very swiftly.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {swiftly}.,surprise,2022-06-03 13:36:06.115907,Complete,female,20s,4,recorded_audio_O0kWKhg.wav,3
653,Moore's charity work includes raising money for the fight against Scleroderma.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {includes} and {raising}.,sadness,2022-07-27 12:16:48.195122,Complete,female,20s,7,recorded_audio_RpsB2D1.wav,3
137,"The municipality comprises the towns of Kruishoutem proper, Nokere and Wannegem-Lede.","In an {emotion} voice, {user_id} says {transcription}. emphasising on {Kruishoutem proper, Nokere and Wannegem-Lede}.",happiness,2022-06-03 13:50:24.978347,Complete,female,20s,10,recorded_audio_9f7I8q2.wav,3
876,"This meant he had two wives, as his first marriage was still extant.",{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {two wives} and {first}.,surprise,2022-07-29 13:21:35.128871,Complete,female,20s,4,recorded_audio_BHjYdu6.wav,3
1096,The same monk also built the first castle.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {same monk}.,happiness,2022-08-10 14:08:37.125393,Complete,female,20s,8,recorded_audio_Neewco9.wav,3
1107,"The music video features clips of the band's past music videos, concerts, and tours.","Placing emphasis on {features clips}, {band's} and {music videos, concerts, and tours}, {user_id} said {transcription}, in an {emotion} voice.",anger,2022-08-10 14:14:24.086452,Complete,female,20s,8,recorded_audio_fb1tdYU.wav,3
124,This is an alternate form of regulation for the G subunit.,"{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {alternate}, {of regulation} and {G subunit}.",happiness,2022-07-06 08:24:05.907556,Complete,female,20s,8,recorded_audio_G0qvYkx.wav,3
386,The Court of Appeals denied this reasoning and upheld the conviction.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {denied} and {upheld the conviction}.",anger,2022-07-16 15:36:17.211824,Complete,female,20s,7,recorded_audio_4kRe4qD.wav,3
402,The rooms are designed to accommodate four women each.,"Placing emphasis on {designed}, {four} and {each}, {user_id} said {transcription}.",disgust,2022-07-16 15:55:38.093553,Complete,female,20s,2,recorded_audio_ARsazfy.wav,3
536,The issue with this conclusion is determining the correctness of the interleaved operations.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {The issue}, {conclusion} and {interleaved}.",surprise,2022-07-19 15:29:15.503462,Complete,female,20s,4,recorded_audio_DsfmPNv.wav,3
344,"Young trees display upright oval growth, but the plants spread and mound with age.",{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Young trees} and {but}.,sarcastic,2022-07-14 12:54:26.146642,Complete,female,20s,3,recorded_audio_lLVQxcz.wav,3
943,"Modern networks have to carry integrated traffic consisting of voice, video and data.","With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {and}.",sarcastic,2022-07-29 14:42:51.541513,Complete,female,20s,0,recorded_audio_gw2IdnC.wav,3
875,"Damn thee, kiss me!","In an {emotion} voice, {user_id} says {transcription}. emphasising on {Word} and {Word}.",anger,2022-07-29 13:20:05.532143,Needs Updating,female,20s,9,recorded_audio_U3C5eEs.wav,3
1029,"ClearCase dynamic views are slower than local filesystems, even with a good network infrastructure.","In an {emotion} voice, {user_id} says {transcription}. emphasising on {ClearCase dynamic views}, {slower} and {even}.",happiness,2022-08-04 12:45:22.210964,Complete,female,20s,2,recorded_audio_RdzPlQt.wav,3
795,Players just turn the Digital Crown to drive the car to switch lanes.,{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {turn} and {lanes}.,happiness,2022-07-28 13:50:02.710287,Complete,female,20s,9,recorded_audio_GWgQxJx.wav,3
885,"Rice, coffee and cacao are the most important crops grown in the area.","With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Rice, coffee and cacao}, {important} and {grown in the area}.",anger,2022-07-29 13:40:59.809747,Complete,female,20s,9,recorded_audio_Il0ELtx.wav,3
438,"Once both were dead, however, their successors became embroiled in war.","{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {their successors}, {embroiled} and {war}.",sadness,2022-07-29 12:26:31.697628,Complete,female,20s,8,recorded_audio_TEcMz6f.wav,3
1135,The latter received the prize just weeks before his death.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {latter received}, {prize}, {weeks} and {death}.",anger,2022-08-19 09:48:10.227992,Complete,female,20s,9,recorded_audio_BXS2576.wav,3
700,Sally has wanted Charlie Brown's bedroom for years.,"{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Sally}, {Charlie Brown's} and {for years}.",disgust,2022-07-27 13:16:55.763958,Complete,female,20s,3,recorded_audio_JIv7bfX.wav,3
602,A goat with a single horn appears from the west and destroys the ram.,"With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {from the west}.",happiness,2022-07-21 11:45:06.307205,Complete,female,20s,2,recorded_audio_aiqpL8x.wav,3
594,The magnitude of the event was consistent with previous earthquakes in this region.,"{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {event}, {consistent} and {in this region}.",sarcastic,2022-07-21 11:38:34.465510,Complete,female,20s,3,recorded_audio_fglp0iy.wav,3
813,Price later served as treasurer of the United States under President Buchanan.,"{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Price}, {United States} and {President Buchanan}.",disgust,2022-07-28 14:11:27.336957,Complete,female,20s,2,recorded_audio_UfjXOIf.wav,3
680,"The pens are also a popular advertising medium and considered a ""premium"" promotion.","With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {are also}, {popular} {and considered a} and {""premium"" promotion}.",disgust,2022-07-27 12:54:25.590377,Complete,female,20s,2,recorded_audio_bfChwyE.wav,3
480,"I am really a wild beast, you know.",{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {really} and {wild beast}.,disgust,2022-07-18 14:58:57.035328,Complete,female,20s,2,recorded_audio_t5PeRVu.wav,3
22,It is also the last stop before crossing the Willamette River.,"{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Willamette}, {also} and {last stop}.",disgust,2022-05-13 13:39:11.316790,Complete,female,20s,6,recorded_audio_TBdgipG.wav,3
74,Nepal Loktantrik Primary School is one of the schools in the district.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {Nepal Loktantrik Primary School} and {district}.",surprise,2022-06-03 11:25:45.181965,Complete,female,20s,5,recorded_audio_NDN6Tmo.wav,3
128,These rivers are the haunts of the hippopotamus and the crocodile.,{user_id} said {transcription} With a {emotion} voice.,neutral,2022-06-19 13:50:48.965932,Complete,female,20s,0,recorded_audio_2xM09yx.wav,3
640,"Sections of the river are closed to fishing, or are ""catch-and-release"" waters.",{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {or} and {catch}.,happiness,2022-07-27 11:57:10.825133,Complete,female,20s,2,recorded_audio_cPmT239.wav,3
659,"Another ireful king, Cambises, was a drunk.",{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {ireful king} and {a drunk}.,happiness,2022-07-27 12:27:04.370911,Complete,female,20s,7,recorded_audio_rguPlLs.wav,3
61,The Ministry of Public Security is the principal police authority.,{user_id} said {transcription} With a {emotion} voice.,happiness,2022-06-03 11:11:39.553009,Complete,female,20s,3,recorded_audio_RasdZ7f.wav,3
599,"The band enjoyed much regional and some national success, and released three albums.","With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {much} and {and}.",neutral,2022-07-21 11:42:56.490339,Complete,female,20s,0,recorded_audio_koy6aUI.wav,3
1163,He was married with three children and lived in Paris.,"Placing emphasis on {married} and {three}, {user_id} said {transcription}, in an {emotion} voice.",neutral,2022-08-19 10:12:17.285014,Complete,female,20s,0,recorded_audio_rjjF7Xa.wav,3
698,It houses a canvas by Luca Giordano.,"In an {emotion} voice, {user_id} says {transcription}. emphasising on {canvas} and {Luca Giordano}.",disgust,2022-07-27 13:14:22.002902,Complete,female,20s,3,recorded_audio_UCuYMb6.wav,3
687,"Access, inclusion and quality are among the main challenges they can address.","{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Access, inclusion and quality}.",anger,2022-07-27 13:01:17.840525,Complete,female,20s,8,recorded_audio_M0GQbbV.wav,3
